,Year,Name,tenure,TEAM,AGE,GP,W,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Position,Height,Weight,Salary_Weight,Salary_Weight_l
1190,2005,Eric Williams,10,TOR,33,28,9,12.6,3.3,1.0,2.7,38.7,0.2,0.6,27.8,1.0,1.4,73.7,0.4,1.4,1.8,0.5,0.5,0.3,0.1,2.0,6.6,0,0,-1.9,F,203.2,220.0,0.08085066340453562,0.07955555555555556
1191,1998,Vernon Maxwell,9,SAC,33,46,25,21.9,10.7,3.6,9.2,39.0,1.7,5.0,34.6,1.8,2.5,73.7,0.3,1.6,1.8,1.7,1.5,0.7,0.1,2.4,16.1,0,0,1.2,G,193.04,180.0,0.04205882352941177,0.03333333333333333
1192,1999,Vernon Maxwell,10,OKC,34,47,27,21.1,10.9,3.6,10.4,34.5,1.4,4.7,30.0,2.3,3.1,73.0,0.3,1.4,1.7,1.6,1.1,0.8,0.2,1.8,17.2,0,0,-1.7,G,193.04,180.0,0.0723943661971831,0.04205882352941177
1193,2000,Vernon Maxwell,11,DAL,35,43,31,15.4,4.7,1.7,5.2,32.7,0.8,2.6,30.6,0.5,0.7,65.6,0.1,1.4,1.5,1.1,0.8,0.5,0.1,1.5,9.1,0,0,-0.2,G,193.04,180.0,0.011129411764705882,0.0723943661971831
1194,1997,Bill Wennington,8,CHI,35,48,35,9.7,3.5,1.6,3.6,43.6,0.0,0.0,0.0,0.4,0.4,81.0,0.7,1.0,1.7,0.4,0.3,0.1,0.1,1.6,6.3,0,0,0.4,C,213.36,245.0,0.03333333333333333,0.06691449814126393
1195,1998,Bill Wennington,9,CHI,36,38,10,11.8,3.8,1.6,4.7,34.8,0.0,0.0,100.0,0.5,0.6,81.8,0.5,1.6,2.1,0.5,0.4,0.3,0.3,2.1,8.5,0,0,-2.2,C,213.36,245.0,0.015,0.03333333333333333
1196,1997,Brent Barry,2,MIA,26,58,21,27.6,10.9,3.7,8.7,42.1,1.6,3.9,39.3,2.0,2.3,85.8,0.5,2.4,2.9,2.6,1.8,1.1,0.5,2.0,21.3,0,0,-3.2,G,198.12,185.0,0.12,0.04024237918215613
1197,1998,Brent Barry,3,CHI,27,37,10,31.9,11.1,3.8,9.6,39.6,1.4,4.6,30.2,2.1,2.7,77.2,1.1,2.8,3.9,3.1,1.9,1.1,0.3,2.6,22.9,1,0,-6.8,G,198.12,185.0,0.11647058823529412,0.12
1198,1999,Brent Barry,4,OKC,28,80,44,34.2,11.8,4.1,8.8,46.3,2.1,5.0,41.1,1.6,2.0,80.9,0.6,4.0,4.7,3.6,1.8,1.3,0.4,2.9,26.1,1,0,1.0,G,198.12,185.0,0.12169014084507042,0.11647058823529412
1199,2000,Brent Barry,5,OKC,29,67,39,26.6,8.8,3.0,6.0,49.4,1.6,3.4,47.6,1.3,1.5,81.6,0.5,2.7,3.1,3.4,1.3,1.2,0.2,1.9,20.5,2,0,1.4,G,198.12,185.0,0.11011764705882353,0.12169014084507042
1200,2001,Brent Barry,6,OKC,30,81,44,37.5,14.4,5.0,9.8,50.8,2.0,4.8,42.4,2.4,2.9,84.6,0.7,4.7,5.4,5.3,2.0,1.8,0.5,2.2,33.6,8,0,2.5,G,198.12,185.0,0.12515209455936033,0.11011764705882353
1201,2002,Brent Barry,7,OKC,31,75,37,33.1,10.3,3.5,7.7,45.8,1.6,3.9,40.3,1.7,2.1,79.5,0.6,3.4,4.0,5.1,1.9,1.5,0.2,2.7,26.0,4,0,0.3,G,198.12,185.0,0.12317518248175183,0.12515209455936033
1202,2003,Brent Barry,8,OKC,32,59,30,30.6,10.8,3.6,7.2,50.4,1.9,4.3,45.2,1.5,1.9,82.7,0.4,3.1,3.5,5.8,2.4,1.4,0.3,2.1,26.4,6,0,0.7,G,198.12,185.0,0.09721677684066561,0.12317518248175183
1203,2004,Brent Barry,9,SAS,33,81,59,21.4,7.4,2.4,5.7,42.3,1.2,3.5,35.7,1.4,1.7,83.7,0.4,2.0,2.3,2.2,0.8,0.5,0.2,1.5,14.9,0,0,3.0,G,198.12,185.0,0.09477555555555554,0.09721677684066561
1204,2005,Brent Barry,10,SAS,34,74,56,17.0,5.8,2.1,4.7,45.2,1.1,2.7,39.6,0.5,0.8,66.1,0.4,1.8,2.1,1.7,0.7,0.5,0.4,1.3,12.9,0,0,2.7,G,198.12,185.0,0.09631843417709608,0.09477555555555554
1205,2006,Brent Barry,11,SAS,35,75,53,21.7,8.5,2.7,5.7,47.5,1.7,3.8,44.6,1.4,1.6,88.0,0.2,1.9,2.1,1.8,0.8,0.7,0.2,1.2,15.7,0,0,3.0,G,198.12,185.0,0.09966510875426929,0.09631843417709608
1206,2007,Brent Barry,12,SAS,36,31,22,17.9,7.1,2.5,5.2,48.1,1.5,3.6,42.9,0.6,0.6,95.0,0.4,1.4,1.8,1.7,0.6,0.5,0.1,1.4,13.2,0,0,2.0,G,198.12,185.0,0.0325494205862304,0.09966510875426929
1207,2008,Brent Barry,13,HOU,37,56,34,15.3,3.7,1.3,3.1,40.7,0.9,2.3,37.4,0.3,0.4,95.0,0.3,1.4,1.7,1.4,0.9,0.4,0.1,0.8,8.4,0,0,0.3,G,198.12,185.0,0.03575043327556326,0.0325494205862304
1208,1997,Lorenzo Williams,6,WAS,28,14,3,8.1,1.9,0.9,1.2,76.5,0.0,0.0,0.0,0.0,0.1,0.0,1.1,0.7,1.9,0.2,0.1,0.1,0.2,1.2,5.3,0,0,-2.4,F-C,205.74,200.0,0.043866666666666665,0.04193308550185874
1209,1997,Steve Nash,2,PHX,24,76,51,21.9,9.1,3.5,7.7,45.9,1.1,2.6,41.5,1.0,1.1,86.0,0.4,1.7,2.1,3.4,1.3,0.8,0.1,1.9,18.1,1,0,3.6,G,190.5,195.0,0.039692,0.03915836431226766
1210,1998,Steve Nash,3,DAL,25,40,13,31.7,7.9,2.9,7.9,36.3,1.2,3.3,37.4,1.0,1.2,82.6,0.8,2.1,2.9,5.5,2.1,0.9,0.1,2.5,20.4,0,0,-0.3,G,190.5,195.0,0.16176470588235295,0.039692
1211,1999,Steve Nash,4,DAL,26,56,31,27.4,8.6,3.1,6.5,47.7,1.1,2.7,40.3,1.3,1.5,88.2,0.6,1.6,2.2,4.9,1.8,0.7,0.1,2.2,18.8,6,0,2.3,G,190.5,195.0,0.15492957746478872,0.16176470588235295
1212,2000,Steve Nash,5,DAL,27,70,48,34.1,15.6,5.5,11.3,48.7,1.3,3.1,40.6,3.3,3.7,89.5,0.7,2.5,3.2,7.3,2.9,1.0,0.1,2.3,30.7,12,0,4.6,G,190.5,195.0,0.13529411764705881,0.15492957746478872
1213,2001,Steve Nash,6,DAL,28,82,57,34.6,17.9,6.4,13.3,48.3,1.9,4.2,45.5,3.2,3.6,88.7,0.6,2.5,3.1,7.7,2.8,0.6,0.0,2.0,32.5,20,0,3.8,G,190.5,195.0,0.1427826475627623,0.13529411764705881
1214,2002,Steve Nash,7,DAL,29,82,60,33.1,17.8,6.3,13.6,46.5,1.4,3.3,41.3,3.8,4.2,90.9,0.8,2.1,2.9,7.3,2.3,1.0,0.1,1.6,33.1,19,0,6.6,G,190.5,195.0,0.1311587591240876,0.1427826475627623
1215,2003,Steve Nash,8,DAL,30,78,50,33.5,14.5,5.1,10.8,47.0,1.3,3.3,40.5,2.9,3.2,91.6,0.8,2.2,3.0,8.8,2.7,0.9,0.1,1.8,31.4,28,1,3.1,G,190.5,195.0,0.19945292910873033,0.1311587591240876
1216,2004,Steve Nash,9,PHX,31,75,60,34.2,15.5,5.7,11.4,50.2,1.3,2.9,43.1,2.8,3.2,88.7,0.8,2.6,3.3,11.5,3.3,1.0,0.1,1.8,36.7,49,1,8.9,G,190.5,195.0,0.19444444444444442,0.19945292910873033
1217,2005,Steve Nash,10,PHX,32,79,54,35.4,18.8,6.8,13.4,51.2,1.9,4.3,43.9,3.3,3.5,92.1,0.6,3.6,4.2,10.5,3.5,0.8,0.2,1.5,38.9,43,1,6.0,G,190.5,195.0,0.19760986167309683,0.19444444444444442
1218,2006,Steve Nash,11,PHX,33,76,59,35.3,18.6,6.8,12.8,53.2,2.1,4.5,45.5,2.9,3.3,89.9,0.4,3.1,3.5,11.6,3.8,0.8,0.1,1.5,39.0,53,0,8.0,G,190.5,195.0,0.20447600215710948,0.19760986167309683
1219,2007,Steve Nash,12,PHX,34,81,55,34.3,16.9,6.0,11.9,50.4,2.2,4.7,47.0,2.7,3.0,90.6,0.3,3.1,3.5,11.1,3.6,0.7,0.1,1.4,36.2,48,0,6.8,G,190.5,195.0,0.2087593728698023,0.20447600215710948
1220,2008,Steve Nash,13,PHX,35,74,42,33.6,15.7,5.8,11.5,50.3,1.5,3.3,43.9,2.6,2.8,93.3,0.3,2.8,3.0,9.7,3.4,0.7,0.1,1.5,33.1,29,0,3.3,G,190.5,195.0,0.22746967071057192,0.2087593728698023
1221,2009,Steve Nash,14,PHX,36,81,53,32.8,16.5,6.2,12.2,50.7,1.5,3.6,42.6,2.6,2.8,93.8,0.4,2.9,3.3,11.0,3.6,0.5,0.1,1.3,35.3,49,0,4.7,G,190.5,195.0,0.1776400317000896,0.22746967071057192
1222,2010,Steve Nash,15,PHX,36,81,53,32.8,16.5,6.2,12.2,50.7,1.5,3.6,42.6,2.6,2.8,93.8,0.4,2.9,3.3,11.0,3.6,0.5,0.1,1.3,35.3,49,0,4.7,G,190.5,195.0,0.20138277858176556,0.1776400317000896
1223,2011,Steve Nash,16,PHX,37,75,39,33.3,14.7,5.3,10.8,49.2,1.1,2.7,39.5,3.0,3.3,91.2,0.5,2.9,3.5,11.4,3.5,0.6,0.1,1.2,34.6,41,0,3.8,G,190.5,195.0,0.15333195506856867,0.20138277858176556
1224,2012,Steve Nash,17,PHX,38,62,32,31.6,12.5,4.8,9.0,53.2,0.9,2.3,39.0,2.0,2.3,89.4,0.4,2.6,3.0,10.7,3.7,0.6,0.1,0.9,30.6,28,0,2.9,G,190.5,195.0,0.15849792941256666,0.15333195506856867
1225,2013,Steve Nash,18,LAL,39,50,26,32.5,12.7,4.7,9.5,49.7,1.1,2.6,43.8,2.1,2.3,92.2,0.5,2.3,2.8,6.7,2.5,0.6,0.1,1.4,25.7,8,0,0.7,G,190.5,195.0,0.15382541821929754,0.15849792941256666
1226,1997,Alan Henderson,2,ATL,25,69,42,29.1,14.3,5.3,10.9,48.5,0.0,0.1,50.0,3.7,5.6,65.2,2.9,3.5,6.4,1.1,1.6,0.6,0.5,2.5,25.3,12,0,1.3,F,205.74,235.0,0.1575,0.03823048327137546
1227,1998,Alan Henderson,3,ATL,26,38,22,30.0,12.5,4.9,11.1,44.2,0.0,0.0,0.0,2.6,3.9,67.1,2.6,3.9,6.6,0.7,1.5,0.9,0.5,2.5,24.0,4,0,-1.8,F,205.74,235.0,0.1564246176470588,0.1575
1228,1999,Alan Henderson,4,ATL,27,82,28,33.9,13.2,5.2,11.3,46.1,0.0,0.1,10.0,2.7,4.1,67.1,3.2,3.7,7.0,0.9,1.7,1.0,0.7,2.8,26.2,14,0,-4.6,F,205.74,235.0,0.1664788732394366,0.1564246176470588
1229,2000,Alan Henderson,5,ATL,28,73,20,24.8,10.5,4.1,9.2,44.4,0.0,0.0,0.0,2.4,3.7,63.8,2.5,3.1,5.6,0.7,1.7,0.7,0.4,2.2,19.8,11,0,-3.6,F,205.74,235.0,0.15294851764705883,0.1664788732394366
1230,2001,Alan Henderson,6,ATL,29,26,14,16.3,5.5,2.3,4.5,50.9,0.0,0.0,100.0,0.9,1.7,53.3,1.2,2.5,3.7,0.4,0.8,0.4,0.6,1.5,12.8,1,0,1.2,F,205.74,235.0,0.17608825209207615,0.15294851764705883
1231,2002,Alan Henderson,7,ATL,30,82,35,18.2,4.8,1.9,4.0,46.8,0.0,0.0,0.0,1.1,1.7,63.8,1.9,3.0,4.9,0.5,0.7,0.4,0.4,2.0,13.0,2,0,-2.6,F,205.74,235.0,0.1752323905109489,0.17608825209207615
1232,2003,Alan Henderson,8,ATL,31,6,2,11.3,4.0,1.7,3.5,47.6,0.0,0.0,0.0,0.7,1.0,66.7,1.8,1.7,3.5,0.3,0.5,0.2,0.3,0.2,9.7,0,0,-4.8,F,205.74,235.0,0.18858274447230453,0.1752323905109489
1233,2004,Alan Henderson,9,DAL,32,78,55,15.3,3.5,1.5,2.8,52.7,0.0,0.0,0.0,0.5,1.0,53.9,2.1,2.4,4.5,0.3,0.6,0.4,0.5,1.9,11.2,2,0,-2.1,F,205.74,235.0,0.023,0.18858274447230453
1234,2005,Alan Henderson,10,CLE,33,51,31,10.4,2.5,0.9,1.8,51.6,0.0,0.0,0.0,0.6,1.0,67.3,1.2,1.5,2.7,0.2,0.4,0.2,0.2,1.1,6.8,1,0,-0.9,F,205.74,235.0,0.022176493836454314,0.023
1235,1997,Charlie Ward,4,NYK,27,82,43,28.3,7.8,2.9,6.3,45.5,1.0,2.6,37.7,1.1,1.4,80.5,0.4,3.0,3.3,5.7,2.1,1.8,0.5,2.4,24.9,5,0,3.4,G,187.96,190.0,0.0407,0.03920074349442379
1236,1998,Charlie Ward,5,NYK,28,50,27,31.1,7.6,2.7,6.7,40.4,1.1,3.0,35.6,1.1,1.6,70.5,0.5,3.0,3.4,5.4,2.6,2.1,0.2,2.1,23.9,1,0,1.5,G,187.96,190.0,0.13352941176470587,0.0407
1237,1999,Charlie Ward,6,NYK,29,72,45,27.6,7.3,2.6,6.2,42.3,1.4,3.7,38.6,0.7,0.8,82.8,0.3,2.9,3.2,4.2,1.4,1.3,0.2,2.4,20.6,2,0,2.5,G,187.96,190.0,0.14197183098591548,0.13352941176470587
1238,2000,Charlie Ward,7,NYK,30,61,35,24.5,7.1,2.5,6.1,41.6,1.1,2.9,38.3,0.9,1.1,80.0,0.5,2.1,2.6,4.5,1.8,1.1,0.2,2.2,19.0,1,0,2.9,G,187.96,190.0,0.12023529411764707,0.14197183098591548
1239,2001,Charlie Ward,8,NYK,31,63,19,16.8,5.2,1.8,4.8,37.3,0.8,2.6,32.3,0.7,0.9,81.0,0.2,1.8,2.0,3.2,1.2,1.1,0.2,1.6,15.1,1,0,-0.4,G,187.96,190.0,0.138312929899928,0.12023529411764707
1240,2002,Charlie Ward,9,NYK,32,66,31,22.2,7.2,2.5,6.3,39.9,1.5,4.0,37.8,0.6,0.8,77.4,0.4,2.3,2.7,4.6,1.4,1.2,0.2,2.2,19.9,1,0,0.9,G,187.96,190.0,0.1375456204379562,0.138312929899928
1241,2003,Charlie Ward,10,SAS,33,71,38,17.6,6.0,2.3,5.5,41.0,1.2,2.9,40.8,0.3,0.4,74.1,0.2,1.9,2.0,3.0,1.4,0.9,0.2,1.5,14.8,1,0,-1.0,G,187.96,190.0,0.038750854798267606,0.1375456204379562
1242,2004,Charlie Ward,11,HOU,34,14,6,25.7,5.4,1.7,5.5,31.2,1.1,3.6,31.4,0.8,0.9,84.6,0.4,2.4,2.8,3.1,1.3,1.1,0.0,1.6,15.2,0,0,0.3,G,187.96,190.0,0.03777777777777777,0.038750854798267606
1243,1997,Tony Delk,2,GSW,24,77,19,21.8,10.1,4.1,10.4,39.3,0.5,2.0,26.8,1.4,2.0,73.5,0.5,1.7,2.2,2.2,1.4,0.9,0.2,1.2,18.1,2,0,-4.1,G,185.42,189.0,0.037700000000000004,0.0372
1244,1998,Tony Delk,3,GSW,25,36,15,17.5,6.8,2.6,7.0,36.4,0.4,1.8,24.2,1.3,2.0,64.8,0.3,1.2,1.5,2.6,1.3,0.4,0.2,1.3,13.2,0,0,-3.2,G,185.42,189.0,0.014264705882352941,0.037700000000000004
1245,1999,Tony Delk,4,SAC,26,46,24,14.8,6.4,2.6,6.1,43.0,0.2,0.9,22.5,1.0,1.3,79.7,0.8,1.1,1.9,1.2,0.7,0.8,0.1,1.3,12.4,0,0,4.1,G,185.42,189.0,0.06338028169014084,0.014264705882352941
1246,2000,Tony Delk,5,PHX,27,82,51,27.9,12.3,4.7,11.3,41.5,0.7,2.0,32.1,2.3,2.9,78.7,0.9,2.3,3.2,2.0,1.2,0.9,0.2,2.1,21.1,1,0,1.1,G,185.42,189.0,0.05823529411764706,0.06338028169014084
1247,2001,Tony Delk,6,BOS,28,63,32,23.0,9.5,3.6,9.3,38.4,1.1,3.4,31.3,1.2,1.5,80.4,0.9,2.3,3.2,2.1,0.9,0.8,0.2,1.6,18.5,1,0,1.8,G,185.42,189.0,0.06704576494251446,0.05823529411764706
1248,2002,Tony Delk,7,BOS,29,67,37,28.0,9.8,3.5,8.4,41.6,1.8,4.5,39.5,1.0,1.3,78.2,0.6,2.9,3.5,2.2,1.0,1.1,0.1,1.9,19.8,0,0,-1.2,G,185.42,189.0,0.0667198905109489,0.06704576494251446
1249,2003,Tony Delk,8,DAL,30,33,18,15.6,6.0,2.1,5.6,38.0,0.6,2.0,30.3,1.1,1.3,84.1,0.5,1.3,1.8,0.8,0.5,0.8,0.2,1.4,12.0,0,0,-1.3,G,185.42,189.0,0.06154547526783679,0.0667198905109489
1250,2004,Tony Delk,9,ATL,31,56,6,24.1,11.9,4.4,10.6,41.6,1.3,3.6,35.6,1.8,2.4,75.7,0.5,1.8,2.3,1.9,1.0,0.8,0.1,2.2,19.2,0,0,-3.8,G,185.42,189.0,0.06818181818181818,0.06154547526783679
1251,1997,Bob Sura,2,CLE,25,46,25,20.5,5.8,1.9,5.0,37.7,0.4,1.3,31.7,1.6,2.8,56.5,0.5,1.5,2.0,3.7,2.0,1.0,0.2,2.5,15.1,1,0,-0.1,G,195.57999999999998,200.0,0.10443333333333334,0.03631672862453531
1252,1998,Bob Sura,3,CLE,26,50,22,16.8,4.3,1.4,4.2,33.3,0.2,0.9,20.0,1.3,2.1,63.1,0.4,1.6,2.0,3.0,1.3,0.9,0.3,2.0,13.5,0,0,-1.8,G,195.57999999999998,200.0,0.11058823529411765,0.10443333333333334
1253,1999,Bob Sura,4,CLE,27,73,30,30.4,13.8,4.9,11.2,43.7,1.7,4.5,36.7,2.4,3.4,69.7,0.7,3.3,3.9,3.9,2.0,1.2,0.3,2.8,26.9,4,0,-2.6,G,195.57999999999998,200.0,0.12366197183098591,0.11058823529411765
1254,2000,Bob Sura,5,GSW,28,53,14,31.7,11.1,3.8,9.8,39.0,0.9,3.2,27.3,2.5,3.6,71.4,1.0,3.3,4.3,4.6,3.0,1.0,0.2,2.4,23.5,1,0,-6.9,G,195.57999999999998,200.0,0.12266665882352942,0.12366197183098591
1255,2001,Bob Sura,6,GSW,29,78,20,22.9,10.0,3.2,7.6,42.4,0.5,1.7,31.6,3.0,4.2,72.0,1.1,2.1,3.3,3.5,1.7,1.1,0.2,2.1,21.5,1,0,-2.1,G,195.57999999999998,200.0,0.14005112860370986,0.12266665882352942
1256,2002,Bob Sura,7,GSW,30,55,29,20.5,7.3,2.5,6.0,41.2,0.5,1.5,32.9,1.9,2.7,69.6,1.1,2.0,3.0,3.2,1.5,0.8,0.0,2.0,16.8,1,0,0.0,G,195.57999999999998,200.0,0.14294402372262774,0.14005112860370986
1257,2003,Bob Sura,8,ATL,31,80,42,20.7,7.5,2.5,6.1,41.6,0.3,1.0,26.6,2.1,2.8,75.7,1.3,2.8,4.1,2.9,1.3,0.8,0.2,2.0,18.2,12,2,-0.1,G,195.57999999999998,200.0,0.07294278550262139,0.14294402372262774
1258,2004,Bob Sura,9,HOU,32,61,42,31.6,10.3,3.5,8.3,42.7,0.9,2.5,35.5,2.3,3.1,75.0,1.3,4.2,5.5,5.2,2.4,1.1,0.1,2.8,25.8,8,0,2.5,G,195.57999999999998,200.0,0.0711111111111111,0.07294278550262139
1259,1997,Jermaine O'Neal,2,POR,19,60,35,13.5,4.5,1.9,3.9,48.5,0.0,0.0,0.0,0.8,1.5,50.6,1.3,2.0,3.4,0.3,0.9,0.3,1.0,1.7,11.7,2,0,0.2,F-C,210.82,226.0,0.035833333333333335,0.03533977695167286
1260,1998,Jermaine O'Neal,3,POR,20,36,27,8.6,2.5,1.0,2.3,43.4,0.0,0.0,0.0,0.5,1.0,51.4,1.2,1.5,2.7,0.4,0.4,0.1,0.4,1.1,7.4,0,0,-1.3,F-C,210.82,226.0,0.14926470588235294,0.035833333333333335
1261,1999,Jermaine O'Neal,4,POR,21,70,51,12.2,3.9,1.5,3.2,48.6,0.0,0.0,0.0,0.8,1.4,58.2,1.4,1.9,3.3,0.3,0.7,0.2,0.8,1.8,10.4,2,0,0.3,F-C,210.82,226.0,0.1608450704225352,0.14926470588235294
1262,2000,Jermaine O'Neal,5,IND,22,81,40,32.6,12.9,5.0,10.7,46.5,0.0,0.1,0.0,2.9,4.8,60.1,3.1,6.7,9.8,1.2,2.0,0.6,2.8,3.5,34.7,40,0,0.4,F-C,210.82,226.0,0.14882352941176472,0.1608450704225352
1263,2001,Jermaine O'Neal,6,IND,23,72,40,37.6,19.0,7.5,15.7,47.9,0.0,0.2,7.1,3.9,5.7,68.8,2.6,7.9,10.5,1.6,2.4,0.6,2.3,3.7,40.5,39,0,1.4,F-C,210.82,226.0,0.1713391770753147,0.14882352941176472
1264,2002,Jermaine O'Neal,7,IND,24,77,44,37.2,20.8,7.9,16.4,48.4,0.1,0.3,33.3,4.8,6.6,73.1,2.6,7.7,10.3,2.0,2.3,0.9,2.3,3.6,43.4,43,1,2.4,F-C,210.82,226.0,0.3,0.1713391770753147
1265,2003,Jermaine O'Neal,8,IND,25,78,57,35.8,20.1,7.8,17.9,43.4,0.0,0.2,11.1,4.5,5.9,75.7,2.5,7.5,10.0,2.1,2.3,0.8,2.6,3.2,42.8,44,0,5.7,F-C,210.82,226.0,0.3372692044677456,0.3
1266,2004,Jermaine O'Neal,9,IND,26,44,23,35.0,24.3,8.8,19.4,45.2,0.0,0.1,16.7,6.7,8.9,75.4,1.9,6.9,8.8,1.9,3.0,0.6,2.0,3.9,42.4,17,0,0.8,F-C,210.82,226.0,0.3321212121212121,0.3372692044677456
1267,2005,Jermaine O'Neal,10,IND,27,51,26,35.3,20.1,7.5,15.8,47.2,0.1,0.2,30.0,5.1,7.2,70.9,2.0,7.3,9.3,2.6,3.0,0.5,2.3,3.5,40.7,19,0,2.0,F-C,210.82,226.0,0.34034064176155077,0.3321212121212121
1268,2006,Jermaine O'Neal,11,IND,28,69,32,35.6,19.4,7.2,16.5,43.6,0.0,0.1,0.0,5.0,6.5,76.7,2.2,7.4,9.6,2.4,2.9,0.7,2.6,3.4,41.7,34,0,0.1,F-C,210.82,226.0,0.35462879741146863,0.34034064176155077
1269,2007,Jermaine O'Neal,12,IND,29,42,19,28.7,13.6,5.4,12.2,43.9,0.0,0.1,0.0,2.9,3.9,74.2,2.0,4.8,6.7,2.2,2.5,0.5,2.1,3.1,30.1,7,0,-1.2,F-C,210.82,226.0,0.36421267893660536,0.35462879741146863
1270,2008,Jermaine O'Neal,13,MIA,30,68,28,29.8,13.3,5.4,11.3,47.4,0.0,0.0,0.0,2.6,3.3,78.8,1.9,4.5,6.4,1.8,2.1,0.4,2.0,3.1,28.8,8,0,-1.7,F-C,210.82,226.0,0.3988908145580589,0.36421267893660536
1271,2009,Jermaine O'Neal,14,MIA,31,70,37,28.4,13.6,5.6,10.6,52.9,0.0,0.0,0.0,2.3,3.2,72.0,1.8,5.2,6.9,1.3,1.8,0.4,1.4,3.0,27.2,14,0,2.7,F-C,210.82,226.0,0.09932120460340431,0.3988908145580589
1272,2010,Jermaine O'Neal,15,MIA,31,70,37,28.4,13.6,5.6,10.6,52.9,0.0,0.0,0.0,2.3,3.2,72.0,1.8,5.2,6.9,1.3,1.8,0.4,1.4,3.0,27.2,14,0,2.7,F-C,210.82,226.0,0.10726690097167665,0.09932120460340431
1273,2011,Jermaine O'Neal,16,BOS,32,24,13,18.0,5.4,2.1,4.5,45.9,0.0,0.0,0.0,1.2,1.8,67.4,1.0,2.6,3.7,0.5,1.1,0.1,1.3,2.7,13.4,1,0,0.6,F-C,210.82,226.0,0.023295792846805868,0.10726690097167665
1274,2012,Jermaine O'Neal,17,BOS,33,25,11,22.8,5.0,2.1,4.8,43.3,0.0,0.0,0.0,0.8,1.2,67.7,1.5,3.9,5.4,0.4,0.8,0.3,1.7,3.2,17.4,1,0,0.5,F-C,210.82,226.0,0.03408374375841442,0.023295792846805868
1275,1997,Theo Ratliff,2,PHI,25,82,35,29.9,9.9,3.7,7.3,51.3,0.0,0.0,0.0,2.4,3.4,70.1,2.7,4.0,6.7,0.7,1.4,0.6,3.1,3.6,28.8,13,0,-0.2,C-F,208.28,225.0,0.2,0.03450111524163568
1276,1998,Theo Ratliff,3,PHI,26,50,28,32.5,11.2,3.9,8.4,47.0,0.0,0.0,0.0,3.3,4.6,72.5,2.8,5.4,8.1,0.6,1.8,0.9,3.0,3.6,31.7,11,0,1.1,C-F,208.28,225.0,0.20680147058823528,0.2
1277,1999,Theo Ratliff,4,PHI,27,57,34,31.5,11.9,4.3,8.6,50.3,0.0,0.0,0.0,3.2,4.1,77.1,2.5,5.2,7.6,0.6,1.9,0.6,3.0,3.2,30.8,18,0,1.8,C-F,208.28,225.0,0.21971830985915494,0.20680147058823528
1278,2000,Theo Ratliff,5,PHI,28,50,36,36.0,12.4,4.6,9.1,49.9,0.0,0.0,0.0,3.3,4.3,76.0,2.5,5.8,8.3,1.2,2.5,0.6,3.7,3.3,34.6,12,0,4.5,C-F,208.28,225.0,0.22748162352941179,0.21971830985915494
1279,2001,Theo Ratliff,6,ATL,29,3,0,27.4,8.7,3.3,6.7,50.0,0.0,0.0,0.0,2.0,3.7,54.5,1.7,3.7,5.3,0.3,2.3,0.3,2.7,2.7,22.2,0,0,-7.7,C-F,208.28,225.0,0.23279779493928635,0.22748162352941179
1280,2002,Theo Ratliff,7,ATL,30,81,34,31.2,8.7,3.4,7.3,46.4,0.0,0.0,0.0,1.9,2.6,72.0,1.9,5.6,7.5,0.9,1.7,0.7,3.2,3.3,29.1,9,0,-1.0,C-F,208.28,225.0,0.23166628649635038,0.23279779493928635
1281,2003,Theo Ratliff,8,POR,31,85,35,31.3,7.9,3.1,6.5,48.5,0.0,0.0,0.0,1.6,2.6,64.5,2.3,4.9,7.2,0.8,1.4,0.6,3.6,3.5,29.2,8,0,-0.6,C-F,208.28,225.0,0.24931616138591292,0.23166628649635038
1282,2004,Theo Ratliff,9,POR,32,63,22,27.4,4.8,1.8,4.1,44.7,0.0,0.0,0.0,1.2,1.7,69.2,1.8,3.5,5.3,0.5,0.9,0.4,2.5,2.9,19.7,2,0,-1.4,C-F,208.28,225.0,0.2356902222222222,0.24931616138591292
1283,2005,Theo Ratliff,10,POR,33,55,18,23.7,4.9,2.0,3.4,57.1,0.0,0.0,0.0,1.0,1.5,65.1,1.6,3.5,5.1,0.5,0.9,0.3,1.6,2.6,16.7,1,0,-3.3,C-F,208.28,225.0,0.21956650042344972,0.2356902222222222
1284,2006,Theo Ratliff,11,BOS,34,2,1,21.8,2.5,0.5,1.5,33.3,0.0,0.0,0.0,1.5,2.0,75.0,1.0,2.5,3.5,0.0,0.5,0.5,1.5,3.0,12.2,0,0,-10.0,C-F,208.28,225.0,0.20971896458745284,0.21956650042344972
1285,2007,Theo Ratliff,12,DET,35,26,13,16.8,4.3,1.6,3.3,48.2,0.0,0.0,0.0,1.1,1.7,67.4,1.2,2.2,3.4,0.5,0.8,0.3,1.4,2.3,13.5,0,0,0.1,C-F,208.28,225.0,0.021511162235855488,0.20971896458745284
1286,2008,Theo Ratliff,13,PHI,36,46,23,12.6,1.9,0.7,1.4,53.1,0.0,0.0,0.0,0.5,0.8,60.0,1.0,1.8,2.8,0.2,0.3,0.4,1.0,1.7,9.4,0,0,-0.7,C-F,208.28,225.0,0.02264220103986135,0.021511162235855488
